City,Datetime,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI,AQI_Bucket
Kolkata,11-11-2023,472.6,96.4,136.4,136.2,25.5,40,5.81,10.2,117.4,6.63,21.98,0.95,269.9,Very Poor
Bangalore,11-11-2023,483.4,450.7,59.3,100.3,245,45.9,7.54,64,149.7,2.79,10.66,0.22,147.4,Very Poor
Delhi,12-11-2023,343.7,232.3,103.3,40.6,90,47.7,9.56,40.7,179.1,14.53,19.63,8.11,349.7,Good
Mumbai,12-11-2023,346.8,553.8,110.3,126.5,183.2,7.1,3.06,84.2,31.3,18.92,22.71,7.29,272.9,Very Poor
Chennai,12-11-2023,469.1,33.3,14,6.1,84.6,3.5,4.53,43.1,100.9,6.03,9.44,3.38,19.3,Good
Kolkata,12-11-2023,385.8,266.4,111.8,119.3,146.9,32.3,0.89,28.7,33.2,19.77,1.03,7.81,147.7,Moderate
Bangalore,12-11-2023,47.6,466.4,130.1,96.8,121.3,27.1,3.57,16,72,16.77,27.52,4.62,377.3,Poor
Delhi,13-11-2023,167.5,39.6,122.1,114.3,18.6,20,7.26,92.8,63.8,3.34,5.14,9.25,360.3,Moderate
Mumbai,13-11-2023,434.6,442.9,81.4,130.8,191.7,18.4,4.29,67.1,69.2,8.06,1.54,5.27,313.9,Very Poor
Chennai,13-11-2023,53.4,65.4,59.9,84.8,204,23.7,4.67,84.9,183.7,15.17,25.34,8.13,29.4,Good
Kolkata,13-11-2023,154.2,560.1,146.2,19.3,136.3,3.7,9.5,87.5,66.1,19.62,18.86,6.69,230.7,Very Poor
Bangalore,13-11-2023,231.7,222.7,175.9,79.5,127.4,26.3,5.93,91.4,67.2,12.62,4.59,2.66,221.2,Good
Delhi,14-11-2023,102.9,445.5,161.4,124,96.5,7.7,2.85,96.9,89.4,16.76,10.82,2.12,314.2,Poor
Mumbai,14-11-2023,490.6,521,119.3,103.1,216.5,48.7,1.76,21.7,27.2,0.54,13.25,7.7,148.1,Very Poor
Chennai,14-11-2023,287.9,17.4,45,37.9,207.6,6.7,6.02,5.9,157.3,15.88,20.34,9.04,54.5,Very Poor
Kolkata,14-11-2023,221.4,83.9,6,113.5,160,0.4,9.01,83.6,0.8,7.85,7.58,8.65,268.4,Severe
Bangalore,14-11-2023,347.6,53.8,147.7,18.5,221.4,47.7,3.24,53.5,101.1,8.25,14.48,7.09,362.8,Severe
Delhi,15-11-2023,48.1,533.2,61.5,117.9,152.7,25.5,3.34,56.1,67.8,5.28,27.62,1.45,156.9,Poor
Mumbai,15-11-2023,145.5,106.9,185,33,4.1,45.5,5.36,62.4,129.9,15.07,25.72,0.77,455.4,Good
Chennai,15-11-2023,160.9,127.6,56.1,35,176.9,4.5,2.97,38.7,188.1,1.92,21.71,8.26,30,Poor
Kolkata,15-11-2023,173,595.4,91,10.8,100.6,10.2,5.93,32.6,140.8,18.91,5.35,3.36,289.9,Satisfactory
Bangalore,15-11-2023,437.9,15.6,192,16.3,217.7,1.2,8.55,25.5,27,5.23,0.06,1.78,125.2,Severe
Delhi,16-11-2023,351.2,217.4,54.2,55.7,120.8,11.7,0.82,98.3,86.2,3.47,9.23,8.63,289.5,Moderate
Mumbai,16-11-2023,42.7,518.2,41.9,106.3,113.9,40.4,8.73,18,38.9,11.04,12.36,1.56,309.2,Satisfactory
Chennai,16-11-2023,60.4,147,86.5,105.1,143.2,33.3,8.94,92.3,132.4,0.44,16.01,8.32,144.3,Moderate
Kolkata,16-11-2023,425.3,475.8,119.7,15.5,233.7,36.9,3.17,64,151.2,9.02,9.33,8.27,291.9,Very Poor
Bangalore,16-11-2023,350.5,29.2,194.9,138.9,188.8,39.7,9.27,33.5,187,8.67,26.12,9.62,124.5,Severe
Delhi,17-11-2023,166.7,40.4,0.8,121,100.4,11,6.29,45.9,30,6.97,16.09,0.76,381.3,Poor
Mumbai,17-11-2023,165,526.9,85.6,1.3,73.5,33,1.57,84.1,53.8,5.18,17.8,5.33,16.3,Moderate
Chennai,17-11-2023,410.4,421.5,57,74,14,0.9,2.59,94.5,79.9,6.35,1.9,8.43,388.9,Good
Kolkata,17-11-2023,442.5,553.2,168.2,139.4,16.3,16.4,3.29,98.2,198.7,11.79,4.29,0.72,108.4,Moderate
Bangalore,17-11-2023,349.3,131.6,155.3,53.9,61,12.9,1.5,93.3,69,3.44,26.91,8.01,382,Moderate
Delhi,18-11-2023,216.9,72.6,10.2,45.5,242.9,45.5,2.07,5.3,89.2,13.52,18.48,7.65,297.7,Severe
Mumbai,18-11-2023,309.5,95.5,34.4,73.4,173.3,2.9,0.83,63.5,162,11.67,2.24,6.98,417.7,Satisfactory
Chennai,18-11-2023,441.7,337.9,90.2,141.3,100.6,21,6.55,53.9,197.9,0.89,8.11,6.09,341.7,Poor
Kolkata,18-11-2023,181.9,474.7,175.8,32.8,205.7,6.7,0.15,59,185.5,6.51,11.86,4.96,457.2,Moderate
Bangalore,18-11-2023,75.8,440.4,57.9,37.8,66.2,40.2,9.83,1.2,61.8,15.2,4.72,9.79,245.1,Very Poor
Delhi,19-11-2023,160.9,213.6,47.2,17.8,216.9,1.3,5.13,51,125.6,10.15,11.89,5.94,418.8,Very Poor
Mumbai,19-11-2023,136.7,49,128,110,32,45.8,1.34,11.8,144.2,1.68,21.86,0.06,253.4,Very Poor
Chennai,19-11-2023,239.2,484.5,187.8,131.7,71.9,35.7,9.11,12.5,132.8,17.44,29.4,1.86,462.6,Good
Kolkata,19-11-2023,355,122.1,147.2,62.8,212.2,3.2,9.99,91.2,144.6,8.24,0.34,3.33,225.5,Moderate
Bangalore,19-11-2023,100.8,557,142.5,47.9,131.7,37.2,3.95,13.6,174.1,3.49,18.16,4.94,177,Poor
Delhi,20-11-2023,384.7,79.5,130.8,108.9,172.9,34.9,8.68,11.7,173.5,12.4,21.68,6.05,51.7,Very Poor
Mumbai,20-11-2023,135,198.8,69.2,148.5,213.8,3.7,6.74,55,111.3,5.88,27.89,8.62,475.9,Severe
Chennai,20-11-2023,274.8,268.1,136.2,31.1,237.3,37.2,4.6,25.3,127.8,7.29,23.88,7.82,344.7,Poor
Kolkata,20-11-2023,376.3,153.7,69.8,148.1,103.7,3.2,7.81,70.3,140.9,1.22,8.07,0.91,327.4,Poor
Bangalore,20-11-2023,370.9,18.9,140.8,31.3,181.8,44.7,3.61,34.2,187.1,11.92,28.51,4.06,257.1,Poor
Delhi,21-11-2023,206,227.9,144.8,135.3,129.2,35.4,3.67,39.4,138.9,7.48,21.23,7.69,217.1,Severe
Mumbai,21-11-2023,73,81.6,7.7,70.5,244.7,25.8,2.41,25.6,69.3,11.28,1.22,8.32,282.5,Severe
Chennai,21-11-2023,133.5,86.7,120.4,13,146.5,46.1,5.66,49.5,165,2.93,3.01,7.71,373.7,Poor
Kolkata,21-11-2023,123,134.1,175.9,40.3,247.3,45.4,8.89,95.2,191.9,8.53,1.59,7.34,470.4,Moderate
Bangalore,21-11-2023,248.8,333,176.4,70.4,23,7.9,8.83,51.4,98.6,4.19,13.38,4.76,44.3,Poor
Delhi,22-11-2023,488.9,508.4,198.4,20.8,116.3,25.6,8.69,92.1,56.8,12.54,16.36,10,195.3,Severe
Mumbai,22-11-2023,18.7,221.4,36.2,101.5,179.8,43.8,6.38,99.2,163.8,0.43,11.93,8.19,379.9,Moderate
Chennai,22-11-2023,46.3,171.5,164.1,104.2,182.1,16.5,0.73,49.1,135.8,12.93,6.17,6.42,499.5,Satisfactory
Kolkata,22-11-2023,72,577.5,130.8,108,17.1,5.9,6.51,22.2,128.4,3.95,17.55,7.02,474.7,Satisfactory
Bangalore,22-11-2023,66,145.5,112.6,63.9,151.5,28.1,7.74,40.4,152.4,8.84,14.85,0.58,435.1,Satisfactory
Delhi,23-11-2023,435,213.3,51.4,79.6,242,44.4,4.51,31.2,80.7,10.03,13.5,0.32,458.9,Severe
Mumbai,23-11-2023,327.2,276.8,20.6,144.3,104.1,43.3,6.93,33,62.6,17.36,17.48,4.3,493.2,Moderate
Chennai,23-11-2023,189.6,438.9,35.8,142.1,218.5,44.2,8.98,96.9,160.8,3.07,6.89,7.8,476.8,Satisfactory
Kolkata,23-11-2023,89.7,396,173.3,85.7,242.8,34,0.87,35.3,127.4,10.64,2.19,7.15,131.2,Satisfactory
Bangalore,23-11-2023,379.1,328.3,141.7,113.8,232.8,37.2,4.42,37.6,50.1,17.16,0.74,0.59,217.3,Good
Delhi,24-11-2023,397.5,232.3,53.8,15.4,18.1,16.7,4.44,63.4,25.6,19.99,1.49,7.5,119.6,Moderate
Mumbai,24-11-2023,56.6,294.3,74.5,106.4,60,14.3,7.45,19.7,39,1.62,11.88,5.63,117.8,Good
Chennai,24-11-2023,169,5.6,12.7,124.9,132.1,37.6,7.36,51.3,190.1,13.85,11.51,2.61,464.4,Satisfactory
Kolkata,24-11-2023,221.2,93.7,32.9,16.4,162.8,20.9,0.23,25.4,9.5,10.45,5.53,5.47,357.5,Very Poor
Bangalore,24-11-2023,161.4,553.2,39.5,95.7,218.2,17.2,0.46,16,35.6,8.14,20.04,2.28,150.9,Poor
Delhi,25-11-2023,192,254.2,188.1,132.8,125.4,32.9,4.57,56.1,110.4,7.42,21.63,3.26,337.3,Severe
Mumbai,25-11-2023,256.5,120.1,76.8,102.7,130.5,0.5,0.64,69.2,160.7,5.29,23.99,2.44,330,Satisfactory
Chennai,25-11-2023,54.3,535.2,116.8,144.5,229.1,21.3,2.35,44.6,94,4.74,27.6,1.52,40.3,Moderate
Kolkata,25-11-2023,313.1,560.5,106.3,125,21.9,31,2.97,2.5,179.6,19.33,18.23,1.58,323.5,Severe
Bangalore,25-11-2023,233.2,103.3,43.4,60.1,57.4,40.5,2.22,83,15.4,11.39,4.88,6.52,265.6,Poor
Delhi,26-11-2023,383.5,481.4,120.4,100.5,11.1,29.3,5.59,96.9,75.6,10.38,16.55,6.91,394.3,Severe
Mumbai,26-11-2023,110.3,336.7,90.6,108.3,76.8,14.9,5.11,29.4,111.5,0.19,11.31,5.92,184.4,Satisfactory
Chennai,26-11-2023,114.8,83.6,63.9,23.1,30.4,21.4,7.42,82.1,191.4,12.69,7.33,4.89,479.7,Severe
Kolkata,26-11-2023,466,511.7,111.2,70.9,7.4,16.2,3.44,50.9,50.1,13.62,11.5,8.64,187.5,Poor
Bangalore,26-11-2023,141.3,564.6,101,130.4,191.3,24.6,7.74,32.8,129.1,18.79,10.76,4.07,456.4,Good
Delhi,27-11-2023,318,492.3,120.5,77,197.7,10.2,2.97,66.9,5.1,15.08,29.84,7.49,363.9,Good
Mumbai,27-11-2023,240.6,434.7,78.9,149.9,66.5,14.7,8.46,32.9,97.5,1.54,26.07,6.69,389.2,Severe
Chennai,27-11-2023,12.7,425.9,166.1,15.9,20.1,42,1.17,67.3,78.2,17.69,12.96,2.05,110.6,Very Poor
Kolkata,27-11-2023,347,507.4,107,47.9,42.5,39.5,0.45,93.2,164.3,3.36,9.83,2.19,452.9,Good
Bangalore,27-11-2023,230.4,462.1,180.6,12.3,179.1,29.4,0.66,3.4,161.1,2.6,27.95,3.38,330.7,Satisfactory
Delhi,28-11-2023,323.4,218.3,148.9,102.5,200.4,45,8.65,88,164.6,5.31,14.56,9.28,121.5,Satisfactory
Mumbai,28-11-2023,140.7,359.2,145.9,7.7,101.6,4,0.76,37.9,130.5,4.02,19.15,4.45,150.4,Poor
Chennai,28-11-2023,224.6,129.4,171.6,52.3,41.7,14.2,2.56,19,196.7,3.58,20.56,9.7,122.4,Severe
Kolkata,28-11-2023,225.1,82.2,100.7,50,178.3,38.8,0.8,45.7,135.1,15.37,13.76,1.77,195.8,Good
Bangalore,28-11-2023,72.3,327.8,23.4,74.2,51.4,49.7,0.93,29.7,37.1,19.1,20.69,3.92,330.2,Satisfactory
Delhi,29-11-2023,483,95.6,96.3,113.9,138.3,31.1,0.89,29.8,46.8,14.38,25.14,7.5,317.1,Moderate
Mumbai,29-11-2023,101.1,592.7,162.6,18.3,232.4,43.8,3.18,5.7,166.9,8.91,4.77,5.87,122.9,Moderate
Chennai,29-11-2023,213.7,507.7,7,25.7,184.7,0.3,9.58,30.3,136.7,2.93,15.23,9.94,7.9,Severe
Kolkata,29-11-2023,387.2,24.7,81.1,97.6,106.5,34.8,7.88,80.6,6.3,6.47,22.51,3.53,455,Good
Bangalore,29-11-2023,409.9,345.3,15.9,122.1,71.5,12.4,9.35,3.1,197.1,7.89,14.61,0.9,459.7,Poor
Delhi,30-11-2023,263.5,330.7,92.3,3.4,191.9,6.6,3.22,80,45.7,4.89,14.33,8.67,419.4,Moderate
Mumbai,30-11-2023,127.3,432.8,94.4,125.6,103.7,10,2.58,40.1,191.9,15.88,9.34,2.92,146.2,Satisfactory
Chennai,30-11-2023,62.2,444.7,58.7,124.6,71,42,1.4,88.9,199.6,8.79,23.25,3.8,161.2,Severe
Kolkata,30-11-2023,422.6,262.9,45.8,54.5,97,13.2,2.29,62.3,141.7,8.9,7.92,7.92,210.1,Moderate
Bangalore,30-11-2023,163.1,56.9,123.4,112.9,161.1,34.6,5.02,53.1,118.6,8.49,25.91,0.52,322.3,Satisfactory
Delhi,01-12-2023,175.8,556.5,97.7,77.1,19.7,0.9,0.9,40.4,184.8,15.09,9.15,4.83,24.6,Severe
Mumbai,01-12-2023,413,535.6,111.2,84.8,129.6,17.9,8.02,15.9,38.9,19.62,2.93,3.35,177.1,Severe
Chennai,01-12-2023,459.4,213.7,127.4,131.3,39.7,7.5,6.88,86.1,111.3,11.57,22.82,2.24,49.6,Severe
Kolkata,01-12-2023,49.5,41.9,104.8,98.5,183.3,28.6,6.56,41.7,168.8,12.71,24.67,8.4,37.5,Satisfactory
Bangalore,01-12-2023,373.6,478,149.1,8.4,70.3,19.4,2.28,46.8,85.9,3.15,3.42,5.55,24.9,Poor
Delhi,02-12-2023,387.9,307.7,96.2,44.8,233.5,15.9,8.21,9.1,178,12.6,21.69,3.13,148.8,Satisfactory
Mumbai,02-12-2023,424.3,7.2,82,127.9,4.9,8.1,5.04,0.4,37.6,6.97,18.52,9.61,222.7,Satisfactory
Chennai,02-12-2023,491.1,463.1,136.2,75,113.7,5.4,6.57,8.6,3.2,18.93,13.02,2.95,120.9,Satisfactory
Kolkata,02-12-2023,272.6,394.5,70.7,17.2,245.5,32.2,1.58,11.4,43,6.57,8.56,3.89,350.9,Poor
Bangalore,02-12-2023,368.1,353.6,9.2,148.6,122.6,25.8,3.62,85.6,79.6,12.32,23.82,1.31,317,Severe
Delhi,03-12-2023,314.1,341.1,161.6,101.3,133,40.1,2.99,53,172,2.67,6.29,7.9,498,Good
Mumbai,03-12-2023,269.1,429.9,6.2,149.4,0.4,33.6,6.94,81.9,89.9,1.55,7.56,6.87,157,Poor
Chennai,03-12-2023,468.9,307.8,148.9,43.3,61.3,20.9,4.92,92.9,24.4,2.08,18.41,6.1,41.3,Good
Kolkata,03-12-2023,38.1,264.3,69.1,138.3,52.4,22.7,0.72,11.3,88.9,12.22,22.39,7.78,33.8,Very Poor
Bangalore,03-12-2023,166.3,470.2,53.2,58.8,186.2,20.4,1.47,17.4,43.6,17.78,21.7,4.99,202.8,Good
Delhi,04-12-2023,286.4,141.4,80.3,41.6,69.8,31.3,7.83,66.9,78,18.82,12.56,7.48,29.5,Good
Mumbai,04-12-2023,121.4,492.4,87.5,67.3,231.6,31.1,0.7,18.5,82,8.99,9.92,7.07,153.2,Severe
Chennai,04-12-2023,478.7,207.5,8.7,24.8,73.9,6.6,8.19,84.8,18.8,19.26,12.6,4.55,446.3,Satisfactory
Kolkata,04-12-2023,275.8,97.1,155.2,100.9,189.9,7.3,1.97,48.4,99.9,2.95,17.92,9.69,363.9,Moderate
Bangalore,04-12-2023,354.9,540.6,57.4,77.4,81.8,42,7.56,4.7,146.3,0.08,21.12,6.32,388.1,Poor
Delhi,05-12-2023,406.3,219,117,41,187.2,32.2,7.62,17.3,124.6,1.6,25.04,9.72,377,Poor
Mumbai,05-12-2023,373.5,163,138.6,11.5,198.9,35,4.08,31.3,167.1,15.17,12.29,4.06,429,Severe
Chennai,05-12-2023,225.6,454.1,76.2,82.8,56.9,33.6,4.96,38.7,65.4,17.67,29.96,9.62,422.2,Good
Kolkata,05-12-2023,203.4,568.1,183.8,112.9,161,1.2,8.48,52.5,86.2,11.77,7.46,3.62,454.5,Moderate
Bangalore,05-12-2023,151.8,236,147.9,95.8,39.7,22,8.76,38.3,145.7,14.34,16.39,3.63,178.8,Moderate
Delhi,06-12-2023,307.5,465.5,193.7,35.9,16.8,3.8,7.25,30.9,186.1,18.73,23.15,3.21,333.5,Moderate
Mumbai,06-12-2023,162.1,119.6,32.5,66.5,220.1,47,6.23,49.8,35.7,6.46,21.54,3.53,347.8,Good
Chennai,06-12-2023,71.7,273.4,195.9,44.6,80.9,39.4,1.1,24.1,117.9,12.96,1.73,5.77,142.1,Moderate
Kolkata,06-12-2023,208.3,85.9,167.4,45.1,214.6,30.6,9.56,30.5,17.9,13.58,13.37,1.25,268.7,Poor
Bangalore,06-12-2023,137.9,201.6,183,18.5,118.2,27,1.33,27.4,149.4,4.38,29.34,8.33,430.4,Poor
Delhi,07-12-2023,346.8,452,11.3,106.4,93.2,4,1.83,42.3,27.2,6.33,6.78,9.65,77.4,Moderate
Mumbai,07-12-2023,168.7,208.2,182.5,96.1,201.3,4.5,0.36,62.3,198.6,12.48,17.45,0.38,228.7,Satisfactory
Chennai,07-12-2023,224.7,189.5,6.3,126.5,133.4,28.6,8.99,42,130.3,19.43,24.52,7.55,495.4,Very Poor
Kolkata,07-12-2023,151.5,176.1,131.9,117,143.6,6.6,7.5,63.8,166.3,8.43,28.31,0.91,113.9,Satisfactory
Bangalore,07-12-2023,376.1,331.6,23.1,126.1,202.6,45.7,6,79.3,178.4,11.85,20.01,4.09,130.3,Severe
Delhi,08-12-2023,164.7,97.6,73.2,50.5,242.6,34.9,6.66,89.7,134.8,1.78,4.27,0.37,423.8,Very Poor
Mumbai,08-12-2023,146.1,416.9,158.8,2.9,200.5,1.4,9.47,70.5,117.7,14.13,18.82,4.41,442.2,Satisfactory
Chennai,08-12-2023,39.9,595.9,82.7,125.2,48.2,0.7,4.24,58.9,95.2,19.59,4.59,7.58,494.7,Moderate
Kolkata,08-12-2023,324.3,488.6,21.5,2.9,158.2,33.1,8.82,8.8,56.7,5.21,3.16,7.13,138.5,Severe
Bangalore,08-12-2023,56.8,20.8,179,38.3,23.3,27,6.16,18.5,86.1,9.95,10.87,8.72,253.7,Severe
Delhi,09-12-2023,361.1,255.3,77.3,72.4,109.2,0.9,9.58,69.9,44.3,19.89,2.86,6.05,126.5,Very Poor
Mumbai,09-12-2023,199,217.6,72.2,127.7,59.7,37.7,6.66,71.9,191.8,9.44,20.97,8.36,72.1,Moderate
Chennai,09-12-2023,139.2,340.5,59.5,97.2,53.1,3.7,6.6,83.3,27.6,3.41,28.65,4.81,165.5,Very Poor
Kolkata,09-12-2023,352.9,442.1,150.3,60.7,185,19.6,5.06,51.4,56.1,5.23,23.45,0.95,227.5,Good
Bangalore,09-12-2023,225.3,371.6,37.1,25,117.6,28.3,5.11,2.5,109.8,17.82,23.68,1.12,290.7,Poor
Delhi,10-12-2023,410.6,55.7,136.8,118.2,227.5,9.1,1.75,98.9,109.2,3.38,7.55,3.39,258.6,Very Poor
Mumbai,10-12-2023,442.6,597.1,37.8,108.5,109.8,43.7,1.77,81.8,61.9,5.39,15.94,7.03,75.4,Poor
Chennai,10-12-2023,137.5,451.7,161,124.3,27.2,45.5,3.67,91.6,18.4,11.93,14.13,1.87,417,Moderate
Kolkata,10-12-2023,292.9,71.5,67.6,88.6,140.9,20.9,7.15,26.4,132.2,18.33,28.08,7.09,367.3,Satisfactory
Bangalore,10-12-2023,484.2,116,122.7,131.7,16.9,32.5,0.02,1.7,107.5,14.45,22.11,5.63,38.9,Poor
Delhi,11-12-2023,306,323.4,163.6,69.7,135.2,48.9,5.87,6.1,132.7,3.94,29.46,8.59,223.1,Very Poor
Mumbai,11-12-2023,162.5,168.3,142.5,124.2,193.8,3.6,4.68,97.9,184.7,13.55,19.35,8.21,185.2,Moderate
Chennai,11-12-2023,137.9,237.3,51.1,144.3,51.2,21.4,0.38,89.8,135.7,7.38,22.28,3.69,208.4,Good
Kolkata,11-12-2023,342.1,61.4,148,34.6,80.7,37.3,8.69,99.3,91.7,5.18,2.81,7.18,142.7,Good
Bangalore,11-12-2023,224.6,560.7,43.9,40.7,137.8,25.7,4.32,84,147.4,19.91,21,9.7,174.6,Very Poor
Delhi,12-12-2023,154.5,306.6,59.4,18,72,43.5,7.12,71.6,92.6,8.21,29.37,3.35,330.1,Poor
Mumbai,12-12-2023,446.7,279.5,122.8,136.8,246.9,22.3,6.09,47.1,144.3,18.58,23.4,9.79,306.2,Moderate
Chennai,12-12-2023,234.4,210.9,163.4,51.8,127.3,10.6,5.96,96.2,89.9,7.46,21.02,8.66,252,Moderate
Kolkata,12-12-2023,263.7,524.9,158.8,139.9,155.1,39.8,0.89,17.9,125.9,18.07,24.82,4.59,491.1,Satisfactory
Bangalore,12-12-2023,289,117.8,42.6,138.1,66.7,31.1,5.7,36.9,189.5,17.48,18.15,8.85,496.5,Very Poor
Delhi,13-12-2023,69.9,259.4,109,52.2,9.1,7.9,0.62,27.3,123.8,9.57,27.27,0.4,378.3,Severe
Mumbai,13-12-2023,459.8,401.8,176,85,74.1,14.9,6.01,71.5,112.7,15.08,8.75,2.51,465.5,Good
Chennai,13-12-2023,303.5,11,23.9,125.1,145.1,35.4,7.24,21.9,58,6.46,16.55,4.41,58.3,Poor
Kolkata,13-12-2023,300.9,304.5,81.6,94.4,69.7,4.3,6.35,97.5,96.1,6.78,19.4,7.85,159.7,Satisfactory
Bangalore,13-12-2023,40.4,57.3,52.6,73.2,58.8,0.7,0.29,38.9,7.1,1.55,10.91,8.48,469.8,Poor
Delhi,14-12-2023,76.1,73.7,137.5,17.2,249.4,20.7,8.69,86.3,89.6,6.79,3.05,7.46,145.8,Poor
Mumbai,14-12-2023,382.4,41,199.8,147.5,34.8,14.5,4.46,10.9,79.8,9.17,15.38,9.14,454.7,Poor
Chennai,14-12-2023,289.3,131.1,147.6,52.7,229.5,13.8,1.55,39.1,85.6,3.85,17.67,3.05,216.3,Moderate
Kolkata,14-12-2023,453.2,575.8,189.1,17.5,108.7,36.2,9.33,0.3,19.9,14.53,20.85,3.47,356,Good
Bangalore,14-12-2023,10.9,440.8,5,133.5,207.5,41.6,3.17,62.6,195.9,12.22,12.1,8.51,258.9,Moderate
Delhi,15-12-2023,61.3,49.6,93.1,46.1,97.7,1.2,0.54,93.5,130.5,4.69,7.48,0.9,455.2,Satisfactory
Mumbai,15-12-2023,316.3,512.8,187.7,46.4,19.3,4,3.37,17.8,76.1,10.13,0.21,4.57,151.7,Severe
Chennai,15-12-2023,127.2,462,167.2,108.1,112.7,3.7,9.65,92.3,58.6,12.43,15.59,9.12,477.4,Severe
Kolkata,15-12-2023,54.5,345.6,122.3,107,30.8,31.5,7.18,26.8,48.7,7.16,1.95,8.75,453.5,Very Poor
Bangalore,15-12-2023,224,382.8,192.8,54,91.4,7.1,0.47,73.9,135.6,7.38,29.15,2.75,269.1,Good
Delhi,16-12-2023,374,138.3,123.5,108.3,151.8,12.6,9.4,80.5,192.8,10.39,25.72,8.71,470.5,Very Poor
Mumbai,16-12-2023,119.7,459.6,36.7,99.5,69.9,22.7,8.52,52.6,95.1,12.22,18.42,2.87,366.8,Good
Chennai,16-12-2023,261.6,573.2,165.8,130.7,26.3,32.6,2.01,39.3,137.5,8.19,20.29,4.4,463.7,Poor
Kolkata,16-12-2023,75.3,152.5,185.9,30,221.8,48.3,7.33,22.2,180.6,15.47,7.14,4.93,222.5,Good
Bangalore,16-12-2023,159.2,590.3,86.4,92.3,161.7,33.1,7.94,49.3,73.3,7.91,17.82,6.11,124.6,Poor
Delhi,17-12-2023,402.5,323.7,2.5,121.3,138.4,13.5,5.64,92.6,65.7,3.69,11.68,5.21,259.4,Very Poor
Mumbai,17-12-2023,130.2,441.7,175.3,39.9,76.5,40.4,9.69,88.2,20.9,1.62,11.22,6.34,179.4,Good
Chennai,17-12-2023,97.8,335.8,30.4,71.9,240.9,5,8.98,32,74.7,9.73,3.83,6.86,228.6,Moderate
Kolkata,17-12-2023,342.9,443,9.9,64.7,177.8,18.7,6.92,28.2,145.7,13.92,10.4,9.03,182.7,Very Poor
Bangalore,17-12-2023,4.4,179.2,178.4,92.6,65.7,36.3,9.49,32.9,21.4,13.2,9.32,9.92,425.5,Moderate
Delhi,18-12-2023,92,251.6,146.9,146.6,127.5,43.5,2.35,52.6,183.2,17.28,28.66,5.71,494.8,Poor
Mumbai,18-12-2023,329.5,421.8,118.5,2.2,10,18.5,5.5,31.5,36.7,15.96,5.36,5.64,306.8,Good
Chennai,18-12-2023,24.5,130.9,103,96,71.3,33.9,3.1,66.5,78.1,14.59,1.5,5.74,37.2,Severe
Kolkata,18-12-2023,474.5,582.5,96.7,71.5,108.4,23.5,3.97,7.1,47.9,7.12,24.02,1.52,314.7,Moderate
Bangalore,18-12-2023,53.8,283.1,29,118.4,22.3,11.8,7.57,76.3,7.6,3.59,16.04,4.58,280.1,Satisfactory
Delhi,19-12-2023,410.8,399.2,151.2,61.9,134.7,19.8,8.43,70.4,146.1,7.6,28.12,5.95,336.9,Moderate
Mumbai,19-12-2023,269.6,284.2,21.8,139.7,196.7,45.9,1.35,3.4,55.4,18.26,12.02,9.34,70,Poor
Chennai,19-12-2023,407.7,417.5,154.7,49.3,114.9,3.7,9.34,72,38.8,0.08,21.36,5.53,95.4,Poor
Kolkata,19-12-2023,180.3,334.6,5.6,49.2,12.9,36.1,1.24,91.5,160.4,18.6,18.84,3.32,206.4,Severe
Bangalore,19-12-2023,482.4,402.3,18.8,66.9,30,40.5,1.36,41.8,110.5,17.59,10.24,4.64,441.8,Very Poor
Delhi,20-12-2023,241.5,500.3,131.7,36,59.9,31.6,2.88,54.8,44.5,7.5,9.21,2.87,16.3,Satisfactory
Mumbai,20-12-2023,465.8,221.2,6.4,132.5,20.2,30.5,4.11,21,109.5,11.26,5.1,2.58,34.1,Poor
Chennai,20-12-2023,59.7,409.6,1.7,46.6,220,14.5,7.9,22.1,106,2.23,29.64,3.99,461.5,Severe
Kolkata,20-12-2023,97,300,137.4,97.2,143.8,2.1,4.09,66,84.3,9.38,7.54,3.21,51.1,Poor
Bangalore,20-12-2023,143.2,89.6,117.9,123.8,164.4,23.4,4.77,84,7.6,6.93,7.78,7.33,485.2,Very Poor
Delhi,21-12-2023,94.8,360.3,141.2,134.8,241.9,20,3.23,23.8,139.9,16.67,29.47,1.06,351.1,Moderate
Mumbai,21-12-2023,459.1,197.4,51.5,47.1,134.8,12.9,8.19,46.9,20.5,6.19,29.25,3.72,369.8,Good
Chennai,21-12-2023,463.1,463,121.5,149.4,145,48.7,4.07,84.1,186.2,18.92,12.33,9.48,27.7,Satisfactory
Kolkata,21-12-2023,481.3,516,112.7,104.7,54.6,38.9,0.48,75.7,96.2,10.86,11.87,8.01,495.7,Good
Bangalore,21-12-2023,232.9,156.4,82.6,114.1,165.2,26.7,8.61,85.8,41,10,24.87,4.14,337.9,Poor
Delhi,22-12-2023,378.6,147.8,118.4,10.1,13.4,44.5,0.37,54.4,96.7,4.28,25.7,5.12,400.4,Moderate
Mumbai,22-12-2023,245.1,77.5,51.2,51.5,245.7,34.4,3.14,96.9,91.9,16.08,4.83,5.69,328.3,Good
Chennai,22-12-2023,173.3,365.4,23.9,46.2,130.2,40.3,9.77,95.4,13.5,15,28.46,7.53,162.9,Very Poor
Kolkata,22-12-2023,218.3,490.7,180.4,44,91.4,31.7,0.67,25.4,41.8,19.58,12.48,4.08,278.7,Good
